#,Name,Level{Item},Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,StackSize,IsUnique,IsUntradable,Price{Mid},Price{Low},CanBeHq,IsDyeable,ClassJob{Repair},Level{Equip},EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,Model{Main},Model{Sub},ClassJob{Use},MaterializeType,MateriaSlotCount,IsPvP,IsGlamourous
37603,Sanctuary Fleece,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37604,Sanctuary Claw,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37605,Sanctuary Fur,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37606,Sanctuary Feather,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37607,Sanctuary Egg,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37608,Sanctuary Carapace,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37609,Sanctuary Fang,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37610,Sanctuary Horn,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37611,Sanctuary Milk,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37612,Island Sweetfeed,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37613,Island Greenfeed,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37614,Premium Island Greenfeed,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37615,Makeshift Net,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37616,Makeshift Restraint,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37617,Makeshift Soporific,1,1,48,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37618,Isleworks Sauerkraut,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37619,Isleworks Baked Pumpkin,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37620,Isleworks Tunic,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37621,Isleworks Culinary Knife,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37622,Isleworks Brush,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37623,Isleworks Boiled Egg,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37624,Isleworks Hora,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37625,Isleworks Earrings,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37626,Isleworks Butter,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37627,Isleworks Wooden Chair,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37628,Isleworks Potion,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37629,Isleworks Necklace,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37630,Isleworks Grilled Clam,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37631,Isleworks Coral Ring,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37632,Isleworks Barbut,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37633,Isleworks Firesand,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37634,Isleworks Macuahuitl,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37635,Isleworks Brick Counter,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37636,Bronze Sheep,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37637,Isleworks Growth Formula,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37638,Isleworks Garnet Rapier,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37639,Isleworks Spruce Round Shield,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37640,Isleworks Shark Oil,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37641,Isleworks Silver Ear Cuffs,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37642,Isleworks Sweet Popoto,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37643,Isleworks Parsnip Salad,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37644,Isleworks Caramels,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37645,Isleworks Ribbon,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37646,Isleworks Rope,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37647,Isleworks Cavalier's Hat,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37648,Isleworks Horn,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37649,Isleworks Salt Cod,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37650,Isleworks Squid Ink,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37651,Isleworks Essential Draught,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37652,Isleberry Jam,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37653,Isleworks Onion Soup,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37654,Isleworks Tomato Relish,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37655,Islefish Pie,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37656,Isleworks Corn Flakes,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37657,Isleworks Pickled Radish,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37658,Isleworks Iron Axe,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37659,Isleworks Quartz Ring,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37660,Isleworks Porcelain Vase,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37661,Isleworks Vegetable Juice,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37662,Isleworks Pumpkin Pudding,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37663,Isleworks Sheepfluff Rug,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37664,Isleworks Garden Scythe,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37665,Isleworks Bed,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37666,Isleworks Scale Fingers,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37667,Isleworks Crook,1,1,16,63,0,0,0,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37679,Islekeep's Stone Hatchet,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37680,Islekeep's Stone Hammer,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37681,Islekeep's Shovel,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37682,Islekeep's Copper Scythe,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37683,Islekeep's Bronze Gig,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37684,Islekeep's Bronze Beakaxe,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37685,Mammet-sized Cropworker's Tools,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37686,Mammet-sized Pastureworker's Tools,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37687,Basic Mammet-sized Builder's Tools,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37688,Better Mammet-sized Builder's Tools,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37689,Best Mammet-sized Builder's Tools,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37690,Bestest Mammet-sized Builder's Tools,1,1,16,63,0,0,0,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37691,Prime Crystalbloom,600,1,16,54,0,0,74,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37692,Sublime Crystalbloom,600,2,16,54,0,0,74,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37693,Verdurous Glioaether,610,1,12,54,53,0,74,999,False,False,99999,20,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37694,Prime Siderite,600,1,16,48,0,0,74,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37695,Sublime Siderite,600,2,16,48,0,0,74,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37696,Igneous Glioaether,610,1,12,54,53,0,74,999,False,False,99999,20,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37697,Mayashell,1,1,16,47,0,0,74,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37698,Aqueous Glioaether,610,1,12,54,53,0,74,999,False,False,99999,20,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37699,Water Otter Fountain Lumber,610,1,16,61,60,0,74,999,False,False,99999,20,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37700,Water Otter Fountain Hardware,610,1,16,61,60,0,74,999,False,False,99999,20,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37701,Water Otter Fountain Resin,610,1,16,61,60,0,74,999,False,False,99999,20,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37702,Water Otter Fountain Permit,1,1,16,61,0,0,74,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37734,Master Carpenter X,1,1,23,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37735,Master Blacksmith X,1,1,23,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37736,Master Armorer X,1,1,23,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37737,Master Goldsmith X,1,1,23,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37738,Master Leatherworker X,1,1,23,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37739,Master Weaver X,1,1,23,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37740,Master Alchemist X,1,1,23,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37741,Master Culinarian X,1,1,23,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37817,Raw Rutilated Quartz,600,1,12,48,47,0,16,999,False,False,99999,5,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37818,Paldao Log,600,1,12,50,49,0,16,999,False,False,99999,2,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37819,Haritaki,600,1,12,54,53,0,16,999,False,False,99999,5,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37820,Ilmenite,600,1,12,48,47,0,16,999,False,False,99999,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37821,Bayberry,600,1,12,54,53,0,16,999,False,False,99999,5,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37822,Ash Diatomite,600,1,12,54,53,0,16,999,False,False,99999,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37823,Palaka Mistletoe,600,1,12,54,53,0,16,999,False,False,99999,5,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37825,Thavnairian Almandine,600,1,12,48,47,0,16,999,False,False,99999,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37826,Hannish Varnish,600,1,12,54,53,0,16,999,False,False,99999,5,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37827,Titanoboa Skin,600,1,12,52,51,0,16,999,False,False,99999,5,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37828,Vanadinite,600,1,12,48,47,0,16,999,False,False,99999,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37829,Palebloom Kudzu Cloth,600,1,12,51,50,0,16,999,False,False,99999,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37830,Rutilated Quartz,610,1,12,48,47,0,16,999,False,False,99999,7,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37831,Paldao Lumber,610,1,12,50,49,0,16,999,False,False,99999,12,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37832,Titanoboa Leather,610,1,12,52,51,0,16,999,False,False,99999,4,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37833,Ilmenite Ingot,610,1,12,49,48,0,16,999,False,False,99999,12,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37834,Bayberry Cloth,610,1,12,51,50,0,16,999,False,False,99999,4,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37835,Grade 7 Strength Alkahest,610,1,12,54,53,0,16,999,False,False,99999,32,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37836,Grade 7 Dexterity Alkahest,610,1,12,54,53,0,16,999,False,False,99999,32,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37837,Grade 7 Vitality Alkahest,610,1,12,54,53,0,16,999,False,False,99999,32,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37838,Grade 7 Intelligence Alkahest,610,1,12,54,53,0,16,999,False,False,99999,32,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37839,Grade 7 Mind Alkahest,610,1,12,54,53,0,16,999,False,False,99999,32,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37840,Grade 7 Tincture of Strength,610,1,6,44,43,0,6,999,False,False,99999,95,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37841,Grade 7 Tincture of Dexterity,610,1,6,44,43,0,6,999,False,False,99999,95,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37842,Grade 7 Tincture of Vitality,610,1,6,44,43,0,6,999,False,False,99999,95,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37843,Grade 7 Tincture of Intelligence,610,1,6,44,43,0,6,999,False,False,99999,95,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37844,Grade 7 Tincture of Mind,610,1,6,44,43,0,6,999,False,False,99999,95,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37845,Greatsword Snook,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37846,Swampsucker Bowfin,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37847,Lale Crab,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37848,Bigcuda,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37849,Sovereign Shadow,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37850,Disappirarucu,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37851,Starscryer,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37852,Argonauta argo,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
37853,Planetes,600,2,16,47,46,0,14,999,False,False,99999,119,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38211,Irregular Tomestone of Creation,1,1,16,63,0,0,55,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38239,Fat Cat Loungewear,1,1,4,35,0,22,5,1,False,True,2,0,False,True,13,1,1,1,0,0,"6154, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
38261,Melon Pie,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 8, 1, 0","0, 0, 0, 0",0,0,0,False,False
38262,Melon Juice,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 2, 1, 0","0, 0, 0, 0",0,0,0,False,False
38263,Sunset Carrot Nibbles,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 9, 1, 0","0, 0, 0, 0",0,0,0,False,False
38264,Carrot Pudding,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 8, 1, 0","0, 0, 0, 0",0,0,0,False,False
38265,Gyros,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 6, 1, 0","0, 0, 0, 0",0,0,0,False,False
38266,Loaghtan Rump Steak,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 6, 1, 0","0, 0, 0, 0",0,0,0,False,False
38267,Piennolo Tomato Salad,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 9, 1, 0","0, 0, 0, 0",0,0,0,False,False
38268,Garlean Pizza,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 1, 1, 0","0, 0, 0, 0",0,0,0,False,False
38269,Urchin Pasta,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 1, 1, 0","0, 0, 0, 0",0,0,0,False,False
38270,King Urchin Loaf,610,1,5,46,45,0,7,999,False,False,99999,30,True,False,0,1,0,0,0,0,"9901, 7, 1, 0","0, 0, 0, 0",0,0,0,False,False
38271,Thundermelon,610,1,12,45,44,0,16,999,False,False,99999,3,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38272,Sunset Carrot,610,1,12,45,44,0,16,999,False,False,99999,7,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38273,Prime Loaghtan Rump,610,1,12,45,44,0,16,999,False,False,99999,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38274,Piennolo Tomato,610,1,12,45,44,0,16,999,False,False,99999,7,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38275,King Urchin,610,1,12,47,46,0,16,999,False,False,99999,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38276,Wild Liverwort,390,1,16,54,0,0,75,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38277,Star Sea Salt,400,1,16,54,0,0,75,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38278,Stellar Magnesium,410,1,16,54,0,0,75,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38279,Pure Green Quartz,420,1,16,48,0,0,75,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38280,Methane Egg,430,1,16,54,0,0,75,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38281,Trona Ore,400,1,16,54,0,0,75,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
38282,Mineral Sample,400,1,16,54,0,0,75,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
